age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
31,management,married,tertiary,no,50,no,no,cellular,19,August,5,-1,0,unknown,no
41,management,married,tertiary,no,27696,no,no,cellular,12,August,2,104,1,failure,yes
57,admin.,single,secondary,no,2223,no,no,cellular,12,August,1,-1,0,unknown,yes
52,unemployed,married,secondary,no,1639,no,no,cellular,8,August,1,-1,0,unknown,no
48,blue-collar,married,primary,no,2227,no,no,cellular,18,August,12,-1,0,unknown,no
57,management,divorced,tertiary,no,8897,yes,no,cellular,12,August,2,-1,0,unknown,yes
20,student,single,primary,no,6991,no,no,cellular,12,August,2,-1,0,unknown,yes
75,retired,married,primary,no,2970,no,no,cellular,12,August,1,-1,0,unknown,yes
36,management,single,tertiary,no,3850,yes,no,cellular,12,August,2,100,4,failure,yes
34,management,single,tertiary,no,682,no,no,cellular,27,August,3,-1,0,unknown,no
47,unemployed,married,secondary,no,926,no,no,cellular,14,August,1,403,5,success,yes
55,management,married,primary,no,113,no,no,cellular,12,August,1,457,3,failure,yes
33,blue-collar,single,secondary,no,498,no,no,cellular,12,August,2,104,1,success,yes
30,technician,single,secondary,no,175,no,no,cellular,25,August,4,-1,0,unknown,no
50,blue-collar,married,primary,no,533,no,no,cellular,21,August,4,-1,0,unknown,no
61,retired,married,primary,no,0,yes,yes,telephone,18,August,13,-1,0,unknown,no
30,technician,single,secondary,no,86,no,no,unknown,20,August,1,-1,0,unknown,no
29,admin.,single,tertiary,no,41,yes,no,cellular,13,August,2,-1,0,unknown,yes
30,management,single,tertiary,no,168,no,no,cellular,27,August,13,-1,0,unknown,no
31,management,married,tertiary,no,596,no,no,cellular,12,August,4,-1,0,unknown,no
30,technician,single,secondary,no,281,no,no,cellular,12,August,2,-1,0,unknown,no
32,management,single,tertiary,no,2465,no,no,cellular,13,August,1,-1,0,unknown,yes
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,August,3,94,10,failure,yes
37,technician,married,secondary,no,1580,no,no,cellular,22,August,12,-1,0,unknown,no
45,unknown,married,unknown,no,2834,no,no,cellular,4,August,1,-1,0,unknown,no
59,housemaid,married,primary,no,235,no,no,cellular,13,August,2,-1,0,unknown,no
74,retired,married,primary,no,0,no,no,telephone,13,August,2,-1,0,unknown,yes
30,technician,single,tertiary,no,0,no,no,cellular,22,August,2,-1,0,unknown,no
43,technician,single,secondary,no,451,no,no,cellular,12,August,2,-1,0,unknown,yes
35,services,married,unknown,no,618,no,no,cellular,12,August,1,104,1,success,yes
62,retired,married,secondary,no,3,no,no,cellular,4,August,1,-1,0,unknown,no
34,services,married,secondary,no,1337,no,no,cellular,12,August,2,104,1,success,yes
34,technician,married,secondary,no,563,yes,yes,cellular,29,August,15,-1,0,unknown,no
25,student,single,secondary,no,4147,no,no,cellular,14,August,3,-1,0,unknown,yes
43,technician,married,tertiary,no,2643,no,no,cellular,12,August,3,100,5,success,yes
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,August,5,-1,0,unknown,yes
48,technician,married,secondary,no,23495,no,no,cellular,22,August,8,-1,0,unknown,no
45,technician,married,secondary,no,351,yes,no,telephone,29,August,2,-1,0,unknown,no
35,management,married,tertiary,no,750,yes,no,cellular,18,August,12,-1,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,18,August,1,84,2,failure,yes
30,student,single,secondary,no,48,no,no,cellular,18,August,1,173,1,failure,yes
22,student,single,secondary,no,948,no,no,telephone,18,August,1,197,2,failure,yes
55,management,married,tertiary,no,12972,no,no,telephone,18,August,1,-1,0,unknown,yes
59,unknown,married,unknown,no,1541,no,no,cellular,5,August,1,-1,0,unknown,no
26,management,single,tertiary,no,828,yes,no,cellular,17,August,1,199,1,failure,yes
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,August,2,-1,0,unknown,no
37,admin.,single,tertiary,no,3954,yes,no,cellular,12,August,1,117,2,failure,no
31,technician,married,secondary,no,522,yes,yes,cellular,27,August,4,-1,0,unknown,no
48,technician,married,secondary,no,1526,no,no,cellular,6,August,2,-1,0,unknown,no
37,management,divorced,tertiary,no,481,yes,no,cellular,19,August,6,-1,0,unknown,no
62,retired,married,secondary,no,1495,no,no,cellular,17,August,1,196,1,success,yes
50,technician,married,secondary,no,2218,yes,no,cellular,17,August,1,-1,0,unknown,yes
35,management,single,tertiary,no,431,no,no,cellular,17,August,2,397,1,failure,yes
46,management,married,tertiary,no,3984,no,no,cellular,13,August,2,-1,0,unknown,no
36,services,single,tertiary,no,1189,no,no,cellular,17,August,1,-1,0,unknown,yes
45,management,married,tertiary,no,226,yes,no,cellular,13,August,6,179,10,success,yes
32,services,married,secondary,no,315,no,no,cellular,4,August,1,-1,0,unknown,no
32,management,single,tertiary,no,131,yes,no,cellular,11,August,1,81,1,other,no
77,retired,married,tertiary,no,0,no,no,cellular,17,August,1,-1,0,unknown,yes
33,technician,married,tertiary,no,599,yes,no,cellular,29,August,2,-1,0,unknown,no
31,management,married,tertiary,no,537,yes,no,cellular,18,August,1,-1,0,unknown,yes
51,services,married,secondary,no,122,no,yes,cellular,6,August,2,-1,0,unknown,no
32,management,married,tertiary,no,2204,no,no,cellular,27,August,4,-1,0,unknown,no
33,technician,married,tertiary,no,2728,no,no,cellular,5,August,2,-1,0,unknown,no
38,self-employed,married,secondary,no,173,no,no,cellular,18,August,4,-1,0,unknown,no
35,admin.,married,secondary,no,2374,yes,no,cellular,11,August,2,183,5,success,yes
34,self-employed,married,tertiary,no,2427,no,no,telephone,11,August,3,70,3,failure,no
31,blue-collar,married,primary,no,196,no,no,cellular,7,August,1,-1,0,unknown,no
42,management,married,tertiary,no,976,no,no,cellular,19,August,1,-1,0,unknown,yes
44,admin.,married,secondary,no,10905,no,no,cellular,19,August,2,271,1,other,yes
43,management,divorced,tertiary,no,9,yes,no,cellular,26,August,5,401,1,failure,no
30,management,single,tertiary,no,349,no,no,cellular,12,August,3,-1,0,unknown,no
59,retired,divorced,secondary,no,1,no,no,cellular,19,August,1,-1,0,unknown,yes
57,retired,married,unknown,no,-157,no,no,cellular,28,August,9,-1,0,unknown,no
33,technician,married,secondary,no,8,no,no,cellular,29,August,2,-1,0,unknown,no
36,technician,married,tertiary,no,4388,no,no,cellular,8,August,3,-1,0,unknown,no
30,student,married,tertiary,no,324,no,no,cellular,25,August,4,-1,0,unknown,no
54,housemaid,married,primary,no,212,no,no,cellular,12,August,4,-1,0,unknown,no
50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,August,2,-1,0,unknown,no
34,management,single,tertiary,yes,621,no,no,cellular,28,August,3,-1,0,unknown,no
31,technician,single,secondary,no,40,no,no,cellular,7,August,2,-1,0,unknown,no
43,admin.,married,secondary,no,132,no,no,cellular,19,August,1,84,3,success,yes
67,retired,divorced,tertiary,no,443,no,no,cellular,18,August,1,-1,0,unknown,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,August,2,141,3,failure,yes
49,technician,single,secondary,no,9131,yes,no,cellular,18,August,1,461,5,failure,yes
55,technician,married,secondary,no,1938,no,yes,cellular,18,August,1,386,3,success,yes
25,technician,single,tertiary,no,3411,no,no,cellular,19,August,2,-1,0,unknown,yes
44,technician,married,secondary,no,7863,no,no,cellular,26,August,6,-1,0,unknown,no
56,retired,married,primary,no,63,no,no,cellular,19,August,2,-1,0,unknown,no
46,technician,divorced,tertiary,no,0,yes,no,cellular,11,August,5,-1,0,unknown,no
33,technician,single,tertiary,no,469,no,no,cellular,26,August,9,-1,0,unknown,no
54,technician,married,secondary,no,0,no,no,telephone,14,August,2,106,6,success,no
31,technician,single,tertiary,no,176,no,no,cellular,21,August,4,-1,0,unknown,no
46,blue-collar,married,primary,no,-44,no,yes,telephone,22,August,13,-1,0,unknown,no
34,technician,married,tertiary,no,100,no,no,cellular,20,August,2,-1,0,unknown,no
45,management,married,tertiary,no,2671,no,no,cellular,14,August,4,-1,0,unknown,yes
26,blue-collar,single,secondary,no,535,no,no,cellular,14,August,1,-1,0,unknown,yes
51,entrepreneur,married,primary,no,805,yes,no,cellular,8,August,4,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,29,August,3,-1,0,unknown,no
62,management,married,tertiary,no,557,no,no,cellular,14,August,1,-1,0,unknown,yes
37,technician,married,secondary,no,28,no,no,cellular,21,August,2,-1,0,unknown,no
37,management,married,tertiary,no,21,no,no,cellular,21,August,12,-1,0,unknown,no
33,management,single,tertiary,no,312,no,no,cellular,11,August,1,369,3,failure,no
38,management,married,tertiary,no,1463,yes,no,cellular,25,August,4,-1,0,unknown,no
37,management,married,tertiary,no,789,yes,yes,cellular,11,August,1,190,2,other,no
37,student,single,unknown,no,444,no,no,cellular,14,August,1,102,5,success,yes
51,blue-collar,married,primary,no,21614,no,no,cellular,29,August,20,-1,0,unknown,no
36,management,single,tertiary,no,1841,yes,no,cellular,25,August,4,-1,0,unknown,no
55,blue-collar,married,unknown,no,6134,no,no,cellular,6,August,2,-1,0,unknown,no
43,management,married,tertiary,no,136,no,no,cellular,6,August,2,-1,0,unknown,no
55,admin.,married,tertiary,no,46,no,no,cellular,29,August,4,-1,0,unknown,no
36,management,married,primary,no,1506,no,no,cellular,14,August,3,-1,0,unknown,yes
52,blue-collar,married,primary,no,4660,no,no,cellular,18,August,3,-1,0,unknown,no
36,technician,married,secondary,no,-393,no,no,telephone,14,August,4,-1,0,unknown,no
63,technician,married,secondary,no,896,yes,no,cellular,14,August,2,-1,0,unknown,yes
60,retired,married,unknown,no,209,no,no,cellular,14,August,3,106,1,failure,yes
34,technician,single,tertiary,no,2671,no,no,cellular,19,August,9,-1,0,unknown,no
82,retired,married,secondary,no,276,no,no,telephone,17,August,1,-1,0,unknown,yes
56,management,married,unknown,no,4623,no,no,cellular,17,August,1,-1,0,unknown,yes
50,management,married,tertiary,no,0,no,no,cellular,10,August,3,130,3,other,no
59,retired,married,secondary,no,25947,no,no,cellular,13,August,2,-1,0,unknown,no
42,admin.,married,primary,no,-306,yes,no,cellular,17,August,1,459,1,success,yes
31,technician,single,tertiary,no,23,no,no,cellular,25,August,3,-1,0,unknown,no
39,admin.,married,secondary,no,47,yes,no,cellular,16,August,2,371,6,failure,no
32,management,single,tertiary,no,0,no,no,cellular,22,August,2,-1,0,unknown,no
46,blue-collar,married,unknown,no,336,yes,no,cellular,14,August,3,457,1,other,yes
25,management,single,tertiary,no,528,no,no,cellular,14,August,1,-1,0,unknown,yes
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,August,3,267,1,other,yes
56,self-employed,married,unknown,no,0,no,no,cellular,19,August,1,-1,0,unknown,no
33,unemployed,single,tertiary,no,1974,no,no,cellular,14,August,2,191,1,failure,yes
37,management,married,tertiary,no,355,no,no,cellular,4,August,1,-1,0,unknown,no
31,management,divorced,tertiary,no,-6,no,yes,cellular,22,August,6,-1,0,unknown,no
41,technician,divorced,secondary,no,1631,yes,no,cellular,12,August,2,-1,0,unknown,no
31,management,married,secondary,no,0,no,no,cellular,11,August,1,-1,0,unknown,yes
31,management,single,tertiary,no,98,no,no,cellular,11,August,2,-1,0,unknown,no
44,management,married,tertiary,no,226,yes,no,cellular,14,August,3,270,3,failure,yes
41,technician,divorced,secondary,no,75,no,no,cellular,20,August,2,-1,0,unknown,no
42,technician,married,secondary,no,1013,no,yes,cellular,28,August,8,-1,0,unknown,no
40,management,married,tertiary,no,143,no,no,cellular,13,August,6,-1,0,unknown,no
44,technician,married,secondary,no,7649,no,no,cellular,20,August,6,-1,0,unknown,no
73,retired,married,tertiary,no,2575,no,no,cellular,17,August,1,-1,0,unknown,no
46,management,married,secondary,no,5127,no,no,cellular,6,August,1,-1,0,unknown,no
36,management,married,tertiary,no,3874,no,no,cellular,25,August,6,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,5,August,1,97,4,success,yes
43,management,married,tertiary,no,1791,no,no,cellular,5,August,1,-1,0,unknown,yes
58,technician,married,secondary,no,1463,yes,no,cellular,12,August,3,-1,0,unknown,no
35,technician,married,secondary,no,905,no,yes,cellular,21,August,2,-1,0,unknown,no
53,technician,single,secondary,no,925,no,no,cellular,25,August,3,-1,0,unknown,yes
45,admin.,married,secondary,no,153,no,no,cellular,5,August,1,-1,0,unknown,yes
21,student,single,secondary,no,216,no,no,cellular,5,August,1,-1,0,unknown,yes
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,August,1,-1,0,unknown,yes
32,management,single,tertiary,no,17,no,no,cellular,22,August,4,-1,0,unknown,no
49,blue-collar,married,primary,no,239,no,no,cellular,22,August,3,-1,0,unknown,no
47,blue-collar,married,primary,no,4040,no,no,cellular,11,August,5,-1,0,unknown,no
48,management,married,tertiary,no,1147,no,no,cellular,5,August,1,64,2,success,yes
51,management,married,tertiary,no,385,no,no,cellular,11,August,2,-1,0,unknown,no
49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,August,1,-1,0,unknown,yes
47,technician,married,tertiary,no,545,yes,no,cellular,12,August,3,-1,0,unknown,no
60,blue-collar,married,secondary,no,2879,yes,no,cellular,5,August,1,-1,0,unknown,no
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,August,2,93,4,success,yes
55,management,divorced,tertiary,no,2383,no,no,cellular,5,August,2,63,2,success,yes
48,blue-collar,married,primary,no,492,no,yes,cellular,21,August,2,-1,0,unknown,no
29,technician,single,secondary,no,382,no,no,cellular,5,August,4,-1,0,unknown,yes
27,management,single,tertiary,no,6791,no,no,cellular,5,August,2,69,26,other,yes
35,technician,married,tertiary,no,416,no,no,cellular,11,August,4,-1,0,unknown,no
20,student,married,unknown,no,292,no,no,cellular,5,August,2,93,1,failure,yes
58,admin.,married,secondary,no,855,no,no,cellular,14,August,2,-1,0,unknown,no
67,management,married,tertiary,no,405,no,no,cellular,7,August,2,-1,0,unknown,yes
66,retired,married,tertiary,no,3,no,no,cellular,6,August,1,-1,0,unknown,yes
35,management,married,tertiary,no,-547,yes,no,cellular,14,August,2,-1,0,unknown,no
67,retired,married,tertiary,no,701,no,no,cellular,6,August,2,-1,0,unknown,yes
37,management,married,secondary,no,80,no,no,cellular,27,August,3,-1,0,unknown,no
65,unknown,married,unknown,no,4717,no,no,telephone,6,August,1,-1,0,unknown,yes
42,admin.,married,secondary,no,329,no,no,cellular,19,August,3,-1,0,unknown,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,August,1,98,2,failure,yes
55,admin.,married,secondary,no,512,no,no,cellular,18,August,4,-1,0,unknown,no
31,management,married,tertiary,no,0,no,no,cellular,26,August,2,-1,0,unknown,no
47,entrepreneur,married,secondary,no,318,no,no,cellular,4,August,2,-1,0,unknown,no
60,technician,divorced,secondary,no,367,no,no,cellular,16,August,2,-1,0,unknown,yes
40,management,married,tertiary,no,0,no,no,cellular,6,August,2,98,6,success,yes
59,technician,divorced,secondary,no,2595,yes,no,cellular,29,August,2,-1,0,unknown,no
43,technician,married,tertiary,no,591,yes,no,cellular,8,August,2,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,August,10,-1,0,unknown,no
52,blue-collar,married,primary,no,1271,no,no,cellular,18,August,3,-1,0,unknown,no
34,management,married,tertiary,no,1352,no,no,cellular,8,August,2,-1,0,unknown,no
57,services,single,secondary,no,0,no,no,cellular,6,August,1,-1,0,unknown,yes
61,management,married,tertiary,no,175,no,no,telephone,5,August,2,-1,0,unknown,yes
57,technician,married,secondary,no,295,no,no,cellular,19,August,11,-1,0,unknown,no
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,August,1,97,2,success,yes
30,management,single,tertiary,no,222,yes,no,cellular,12,August,4,-1,0,unknown,no
46,management,married,tertiary,no,242,no,no,cellular,4,August,2,96,1,success,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,4,August,1,92,5,success,yes
34,technician,married,tertiary,no,5547,yes,no,cellular,19,August,6,-1,0,unknown,no
31,technician,married,tertiary,no,0,no,no,cellular,29,August,2,-1,0,unknown,no
37,management,married,tertiary,no,393,yes,no,cellular,12,August,2,104,2,success,no
32,self-employed,married,secondary,no,67,no,no,cellular,5,August,1,-1,0,unknown,no
46,management,divorced,tertiary,no,0,no,yes,cellular,29,August,6,-1,0,unknown,no
38,technician,married,secondary,no,185,no,yes,cellular,29,August,16,-1,0,unknown,no
38,management,divorced,tertiary,no,162,no,no,cellular,25,August,4,-1,0,unknown,no
33,technician,married,secondary,no,0,no,no,cellular,13,August,2,-1,0,unknown,no
35,technician,single,tertiary,no,33,no,no,cellular,29,August,2,-1,0,unknown,no
48,blue-collar,married,primary,no,-254,no,yes,cellular,29,August,4,-1,0,unknown,no
36,management,married,tertiary,no,659,no,no,cellular,28,August,13,-1,0,unknown,no
35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,August,5,-1,0,unknown,no
30,admin.,single,secondary,no,28,no,no,unknown,20,August,1,-1,0,unknown,no
31,management,single,tertiary,no,41,yes,no,cellular,18,August,2,-1,0,unknown,no
33,technician,single,secondary,no,161,no,no,cellular,25,August,9,-1,0,unknown,no
47,services,married,secondary,no,-150,no,no,cellular,14,August,4,-1,0,unknown,no
38,management,single,secondary,no,399,yes,no,cellular,11,August,4,-1,0,unknown,no
46,technician,married,secondary,no,4023,yes,no,cellular,7,August,2,-1,0,unknown,no
31,management,married,tertiary,no,1575,no,no,cellular,12,August,4,-1,0,unknown,no
32,technician,single,secondary,no,29,no,no,cellular,19,August,2,-1,0,unknown,no
42,technician,divorced,secondary,no,305,yes,no,cellular,28,August,4,-1,0,unknown,no
35,technician,married,secondary,no,198,no,no,cellular,27,August,13,-1,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,20,August,4,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,August,16,-1,0,unknown,no
32,management,divorced,tertiary,no,787,yes,no,cellular,11,August,2,-1,0,unknown,no
31,management,single,tertiary,no,30,no,no,cellular,8,August,2,-1,0,unknown,no
25,management,single,tertiary,no,219,no,no,cellular,4,August,1,96,1,success,yes
45,blue-collar,married,primary,no,2433,no,no,cellular,6,August,2,-1,0,unknown,no
40,technician,divorced,secondary,no,275,no,no,cellular,13,August,4,-1,0,unknown,no
68,retired,married,secondary,no,19317,yes,no,cellular,4,August,1,-1,0,unknown,yes
47,technician,married,secondary,no,1167,yes,no,cellular,4,August,1,96,6,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,4,August,1,-1,0,unknown,yes
46,technician,married,secondary,no,0,no,no,cellular,28,August,2,-1,0,unknown,no
49,management,divorced,tertiary,no,914,no,no,cellular,4,August,1,-1,0,unknown,yes
57,management,married,tertiary,no,1660,no,no,cellular,4,August,1,-1,0,unknown,yes
26,management,single,tertiary,no,-8,no,no,cellular,13,August,2,-1,0,unknown,no
42,unknown,married,unknown,no,222,no,no,cellular,26,August,16,-1,0,unknown,no
34,management,single,tertiary,no,757,no,no,cellular,18,August,4,-1,0,unknown,no
54,management,married,tertiary,no,588,no,no,cellular,13,August,1,-1,0,unknown,no
34,management,married,secondary,no,355,no,no,cellular,21,August,3,-1,0,unknown,no
52,admin.,married,secondary,no,1228,yes,yes,cellular,4,August,1,-1,0,unknown,yes
35,management,married,tertiary,no,109,no,yes,cellular,21,August,2,-1,0,unknown,no
59,technician,married,secondary,no,0,no,no,cellular,29,August,2,-1,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,August,2,-1,0,unknown,no
28,management,married,tertiary,no,1240,no,no,cellular,4,August,1,-1,0,unknown,yes
41,technician,married,secondary,no,0,no,no,cellular,29,August,2,-1,0,unknown,no
77,retired,married,primary,no,2223,no,no,telephone,10,August,2,187,1,success,no
38,management,married,tertiary,no,238,no,no,cellular,4,August,1,92,3,failure,yes
30,management,single,tertiary,no,552,yes,no,cellular,5,August,2,-1,0,unknown,no
35,management,married,tertiary,no,753,no,no,cellular,27,August,9,-1,0,unknown,no
49,blue-collar,married,secondary,no,102,no,no,cellular,29,August,2,-1,0,unknown,no
57,retired,married,secondary,no,168,no,no,cellular,7,August,1,-1,0,unknown,yes
38,admin.,married,tertiary,no,4297,no,no,cellular,7,August,2,-1,0,unknown,yes
32,management,single,tertiary,no,1134,no,no,cellular,28,August,4,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,cellular,22,August,2,-1,0,unknown,no
44,management,married,tertiary,no,70,no,no,cellular,20,August,3,-1,0,unknown,no
30,management,single,tertiary,no,533,no,no,cellular,11,August,2,99,4,success,yes
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,August,1,-1,0,unknown,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,August,1,-1,0,unknown,yes
49,blue-collar,married,primary,no,67,no,yes,cellular,13,August,4,-1,0,unknown,no
60,retired,married,secondary,no,1853,no,no,cellular,11,August,1,-1,0,unknown,yes
56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,August,2,-1,0,unknown,no
57,technician,married,secondary,no,589,yes,no,cellular,11,August,1,190,5,failure,yes
39,management,single,tertiary,no,3840,yes,no,cellular,11,August,2,-1,0,unknown,yes
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,August,1,-1,0,unknown,yes
33,management,single,tertiary,no,1909,no,no,cellular,8,August,2,-1,0,unknown,no
42,services,single,tertiary,no,94,yes,no,cellular,11,August,2,90,4,failure,yes
39,housemaid,married,tertiary,no,94,no,no,cellular,6,August,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,1219,yes,no,cellular,26,August,5,-1,0,unknown,no
42,unemployed,married,unknown,no,190,no,no,cellular,11,August,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,201,yes,no,cellular,11,August,1,103,3,success,yes
31,management,married,tertiary,no,10884,no,no,cellular,10,August,3,98,2,success,yes
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,August,1,-1,0,unknown,yes
56,blue-collar,married,secondary,no,385,no,no,cellular,20,August,3,-1,0,unknown,no
33,management,single,tertiary,no,369,no,no,cellular,25,August,10,-1,0,unknown,no
50,admin.,married,secondary,no,-195,no,no,cellular,22,August,4,-1,0,unknown,no
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,August,1,102,2,failure,yes
42,technician,married,secondary,no,27,no,no,cellular,14,August,4,-1,0,unknown,no
32,self-employed,married,tertiary,no,102,no,no,cellular,22,August,5,-1,0,unknown,no
49,entrepreneur,married,secondary,no,687,no,no,cellular,18,August,6,-1,0,unknown,no
50,technician,divorced,unknown,no,2794,no,no,cellular,12,August,2,-1,0,unknown,yes
32,technician,single,tertiary,no,720,no,no,cellular,12,August,4,-1,0,unknown,no
47,housemaid,married,secondary,no,3940,yes,no,cellular,5,August,3,97,2,failure,yes
35,self-employed,single,tertiary,no,353,no,no,cellular,12,August,1,-1,0,unknown,yes
21,student,single,secondary,no,123,no,no,telephone,12,August,1,-1,0,unknown,yes
31,services,single,secondary,no,181,no,no,cellular,12,August,1,104,1,success,yes
60,retired,married,secondary,no,523,no,no,cellular,13,August,3,-1,0,unknown,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,August,2,-1,0,unknown,yes
66,admin.,divorced,secondary,no,220,no,no,cellular,28,August,1,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,11,August,1,78,5,failure,yes
34,admin.,married,secondary,no,36,no,no,cellular,22,August,6,-1,0,unknown,no
58,self-employed,married,primary,no,1013,yes,no,cellular,11,August,1,461,1,failure,yes
39,management,married,tertiary,no,309,no,no,cellular,26,August,14,-1,0,unknown,no
39,admin.,married,secondary,no,260,yes,no,cellular,11,August,2,116,2,failure,yes
35,technician,divorced,secondary,no,0,no,no,cellular,25,August,4,-1,0,unknown,no
40,admin.,single,secondary,no,100,yes,no,cellular,11,August,1,461,1,success,yes
39,management,single,secondary,no,2644,no,no,cellular,19,August,7,-1,0,unknown,no
58,blue-collar,married,primary,no,494,no,no,cellular,14,August,10,-1,0,unknown,no
31,technician,married,secondary,no,7369,no,no,cellular,19,August,4,-1,0,unknown,no
46,management,married,tertiary,no,1600,yes,yes,cellular,11,August,1,-1,0,unknown,yes
26,admin.,single,secondary,no,96,no,no,cellular,11,August,1,70,3,failure,yes
47,management,married,tertiary,no,600,no,no,cellular,19,August,15,-1,0,unknown,yes
31,technician,single,secondary,no,2916,no,no,cellular,14,August,2,-1,0,unknown,no
40,management,married,tertiary,no,24450,no,no,cellular,25,August,2,-1,0,unknown,no
54,technician,married,secondary,no,10185,no,no,cellular,10,August,1,70,2,other,yes
34,management,single,tertiary,no,747,no,no,cellular,31,August,2,98,1,failure,no
58,management,married,tertiary,no,287,yes,no,cellular,21,August,8,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,cellular,13,August,2,-1,0,unknown,no
36,technician,single,secondary,yes,0,no,yes,cellular,26,August,14,-1,0,unknown,no
42,technician,married,secondary,no,534,no,no,cellular,5,August,1,-1,0,unknown,no
37,admin.,married,secondary,no,96,no,no,cellular,7,August,1,99,2,success,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,7,August,1,-1,0,unknown,yes
72,retired,married,primary,no,1612,no,no,cellular,7,August,2,-1,0,unknown,yes
41,technician,married,tertiary,no,63,no,no,cellular,25,August,3,-1,0,unknown,no
41,admin.,married,tertiary,no,1536,no,no,cellular,7,August,1,95,2,failure,yes
34,management,married,tertiary,no,0,yes,no,cellular,7,August,1,99,2,success,yes
32,management,married,tertiary,no,169,no,yes,cellular,20,August,2,-1,0,unknown,no
48,services,married,secondary,no,2850,yes,no,cellular,6,August,3,-1,0,unknown,no
72,retired,married,tertiary,no,2,no,no,cellular,7,August,2,-1,0,unknown,yes
32,services,single,secondary,no,6983,no,no,cellular,7,August,1,-1,0,unknown,yes
56,blue-collar,married,primary,no,0,no,no,cellular,7,August,6,-1,0,unknown,no
69,technician,married,secondary,no,9064,no,no,cellular,7,August,1,-1,0,unknown,yes
38,technician,single,tertiary,no,221,no,no,cellular,20,August,3,-1,0,unknown,no
46,management,married,tertiary,no,4693,no,yes,cellular,7,August,1,394,2,failure,yes
32,technician,married,secondary,no,235,yes,no,telephone,28,August,6,-1,0,unknown,no
30,technician,single,tertiary,no,1,no,no,cellular,20,August,2,-1,0,unknown,no
56,management,divorced,tertiary,no,10532,no,no,cellular,7,August,1,-1,0,unknown,yes
38,student,single,unknown,no,64,no,no,cellular,6,August,1,-1,0,unknown,no
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,August,1,185,2,success,yes
32,technician,single,tertiary,no,723,no,no,cellular,28,August,27,-1,0,unknown,no
42,services,single,secondary,no,3403,yes,no,cellular,7,August,1,99,1,failure,yes
18,student,single,unknown,no,108,no,no,cellular,10,August,1,-1,0,unknown,yes
39,management,married,tertiary,no,-974,no,yes,cellular,13,August,4,-1,0,unknown,no
60,management,single,tertiary,no,1034,yes,no,cellular,7,August,3,-1,0,unknown,yes
35,management,married,tertiary,no,178,no,no,cellular,14,August,2,-1,0,unknown,no
54,housemaid,married,primary,no,127,no,no,cellular,19,August,4,-1,0,unknown,no
33,management,married,tertiary,no,0,no,no,cellular,29,August,2,-1,0,unknown,no
23,student,single,secondary,no,0,no,no,cellular,7,August,1,99,7,success,yes
71,retired,married,primary,no,2600,no,no,cellular,7,August,1,-1,0,unknown,yes
30,management,single,tertiary,no,0,no,no,cellular,18,August,3,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,August,2,-1,0,unknown,yes
44,admin.,single,secondary,no,1534,no,no,cellular,7,August,1,99,2,other,yes
49,technician,divorced,secondary,no,5,no,no,cellular,19,August,2,-1,0,unknown,no
40,management,single,tertiary,no,171,no,no,cellular,19,August,3,-1,0,unknown,no
46,services,married,secondary,no,273,no,no,cellular,22,August,2,-1,0,unknown,yes
49,blue-collar,married,primary,no,-232,no,yes,cellular,11,August,2,-1,0,unknown,no
